ID,RADEG,DECDEG,CLASS,DATATABLE,i,g
C18,10.412083333333332,37.32611111111112,4.0,di_tullio_zinn_13_table2,19.715,21.121
B252,10.4136125,41.5097889,4.0,m31rbcV5,18.345,20.607
PHF8-1,10.4146,40.6759389,1.0,m31rbcV5,19.327,19.554
SK099C,10.4155583,40.9425611,6.0,m31rbcV5,18.992,20.614
SK033A,10.4186417,40.7692806,6.0,m31rbcV5,19.456,20.467
B206D,10.4190875,40.8352278,1.0,m31rbcV5,21.631,22.998
SK085B,10.4193583,40.9718194,2.0,m31rbcV5,18.676,20.063
B041,10.4200583,41.2459722,1.0,m31rbcV5,19.045,19.756
SK100C,10.4208292,41.06825,2.0,m31rbcV5,18.401,20.053
C016,10.4209792,41.0548389,6.0,m31rbcV5,19.979,21.41
C017,10.421825,41.2452472,6.0,m31rbcV5,21.41,23.152
B030D,10.4227792,41.0522167,6.0,m31rbcV5,22.494,23.429
B042,10.423625,41.1239694,1.0,m31rbcV5,21.75,24.023
B521,10.4238708,40.8671194,1.0,m31rbcV5,19.393,20.049
B043,10.4262875,40.7110611,1.0,m31rbcV5,21.171,21.484
SK086B,10.4278,40.8897139,6.0,m31rbcV5,19.498,21.257
B044,10.4288042,41.3351028,1.0,m31rbcV5,21.585,23.98
B343,10.4295917,40.20625,1.0,m31rbcV5,20.165,21.235
B045,10.4296167,41.5722194,1.0,m31rbcV5,21.458,22.447
SK066D,10.4354167,41.7588056,6.0,m31rbcV5,21.401,22.497
B046,10.4358375,41.7743639,1.0,m31rbcV5,17.831,18.956
B458,10.43595,40.8562778,1.0,m31rbcV5,19.217,19.565
B207D,10.437325,40.2685556,4.0,m31rbcV5,22.101,23.276
B525,10.4385,41.2081611,2.0,m31rbcV5,18.974,19.469
B048,10.4396292,41.2252,1.0,m31rbcV5,20.535,22.679
B047,10.4398667,41.7011528,1.0,m31rbcV5,18.006,19.073
B049,10.4399792,40.8317639,1.0,m31rbcV5,20.582,21.322
BH13,10.4405292,41.5570139,2.0,m31rbcV5,19.737,22.047
B032D,10.441525,41.2170639,1.0,m31rbcV5,18.881,19.383
B050,10.4427792,41.5384667,1.0,m31rbcV5,22.017,23.299
PHF6-2,10.4437417,41.3132667,5.0,m31rbcV5,20.293,20.327
B051,10.4445083,41.4220083,1.0,m31rbcV5,20.069,20.539
V245,10.4446708,41.3129972,5.0,m31rbcV5,19.507,19.548
B052,10.4456625,41.6360472,4.0,m31rbcV5,20.919,22.622
SDSS5,10.446666666666664,41.73611111111112,4.0,di_tullio_zinn_13_table1,19.736,20.886
B053,10.4468042,41.3791611,6.0,m31rbcV5,21.228,22.539
SK035A,10.447,41.8761972,1.0,m31rbcV5,19.496,20.916
SK036A,10.4474208,40.8522639,1.0,m31rbcV5,19.524,20.724
B054,10.4486167,41.0153167,1.0,m31rbcV5,17.989,19.156
B033D,10.4495417,41.0667194,6.0,m31rbcV5,21.521,22.803
KHM31-330,10.4510458,40.8831972,2.0,m31rbcV5,20.884,21.601
SK087B,10.4511292,40.7922472,7.0,m31rbcV5,19.34,20.164
B208D,10.4518042,40.2184972,4.0,m31rbcV5,18.301,19.611
B459,10.455325,42.1284944,6.0,m31rbcV5,22.338,23.386
SK101C,10.4565292,41.9238389,6.0,m31rbcV5,23.64,24.297
B253,10.457275,40.8833278,6.0,m31rbcV5,18.696,19.731
B034D,10.4588833,40.863025,6.0,m31rbcV5,20.522,22.451
B055,10.4599667,41.2034667,1.0,m31rbcV5,20.676,23.019
B035D,10.4602583,41.3342389,1.0,m31rbcV5,21.31,23.415
B254,10.46055,41.2739111,1.0,m31rbcV5,18.761,19.785
SK037A,10.4620792,40.7537389,6.0,m31rbcV5,19.682,20.57
B522,10.4622792,40.8800194,1.0,m31rbcV5,18.998,19.986
SK039A,10.46275,41.3374111,6.0,m31rbcV5,22.119,21.915
B056,10.46315,40.9611278,1.0,m31rbcV5,20.961,22.638
SK088B,10.4645208,40.7853861,6.0,m31rbcV5,22.099,22.853
B537,10.4691667,41.1142167,1.0,m31rbcV5,20.05,19.717
B057,10.4701375,40.8679806,1.0,m31rbcV5,17.727,18.469
KHM31-340,10.4706042,40.8712778,2.0,m31rbcV5,19.992,20.53
B058,10.4708667,40.7860139,1.0,m31rbcV5,19.869,21.275
KHM31-341,10.4710417,40.8765833,1.0,m31rbcV5,19.213,19.852
SK040A,10.4742,40.9136583,6.0,m31rbcV5,22.324,23.378
KHM31-345,10.4743708,40.8359389,1.0,m31rbcV5,21.046,23.274
B059,10.4754167,41.1835833,1.0,m31rbcV5,20.561,22.506
KHM31-347,10.4760708,40.8409889,2.0,m31rbcV5,20.773,21.771
SK067D,10.4772083,41.3845167,6.0,m31rbcV5,20.898,22.691
SK089B,10.4780708,40.7878306,1.0,m31rbcV5,19.384,20.098
B460,10.478404166666666,39.59041944444445,4.0,m31rbcV5,18.696,19.608
KHM31-350,10.4794083,40.8645944,2.0,m31rbcV5,20.103,21.011
SK102C,10.4831083,40.8389972,6.0,m31rbcV5,21.304,22.377
KHM31-151,10.4855833,40.7665,1.0,m31rbcV5,20.568,20.623
DAO51,10.4857333,40.383075,4.0,m31rbcV5,20.936,22.182
KHM31-152,10.4871417,40.7757139,1.0,m31rbcV5,20.635,21.317
SK090B,10.4873583,40.4951222,2.0,m31rbcV5,19.749,21.35
B060,10.487525,41.0873333,1.0,m31rbcV5,20.837,22.731
B036D,10.49455,41.7514417,6.0,m31rbcV5,23.809,25.091
B037D,10.4962292,41.3661111,6.0,m31rbcV5,22.445,23.705
SK091B,10.4998292,40.7678028,6.0,m31rbcV5,23.251,22.562
B255,10.4998625,40.8093806,1.0,m31rbcV5,18.881,19.469
B061,10.5005542,41.4932528,1.0,m31rbcV5,20.768,21.298
C018,10.5006042,40.7988694,6.0,m31rbcV5,21.325,22.971
B062,10.5012167,41.6423583,4.0,m31rbcV5,17.838,19.126
BH14,10.5017417,40.7962694,5.0,m31rbcV5,20.499,20.815
B038D,10.5017708,41.20395,2.0,m31rbcV5,21.536,22.833
B063,10.5036333,41.4859806,1.0,m31rbcV5,21.141,23.246
B256,10.5044542,41.636425,4.0,m31rbcV5,18.745,20.435
SK068D,10.5062917,42.0828333,6.0,m31rbcV5,20.98,21.483
B064,10.5080333,41.1854167,1.0,m31rbcV5,21.413,22.824
B065,10.5080625,40.6702778,1.0,m31rbcV5,21.753,22.54
B039D,10.5081792,40.7968417,6.0,m31rbcV5,22.504,22.91
SK041A,10.5095417,40.8961194,6.0,m31rbcV5,20.007,20.524
B344,10.5123708,41.8672778,1.0,m31rbcV5,20.579,22.457
SK104C,10.512666666666664,40.06355555555555,4.0,m31rbcV5,18.844,20.038
B526,10.5128333,41.2731944,2.0,m31rbcV5,21.327,22.71
B066,10.5128708,40.7464222,1.0,m31rbcV5,18.256,18.408
B067,10.5132042,41.0732278,1.0,m31rbcV5,17.434,18.128
B068,10.5133625,40.9805917,1.0,m31rbcV5,20.145,20.937
B257,10.5136833,40.9705361,1.0,m31rbcV5,17.21,18.881
SK092B,10.51585,40.7934806,6.0,m31rbcV5,21.78,24.271
SK042A,10.5165792,40.9477528,5.0,m31rbcV5,19.902,20.588
B461,10.5177042,42.0573972,1.0,m31rbcV5,21.344,22.695
B040D,10.5178917,41.3020361,1.0,m31rbcV5,21.107,22.606
B041D,10.5196667,41.2798167,1.0,m31rbcV5,21.455,23.456
SK043A,10.5218917,40.8005917,6.0,m31rbcV5,21.406,24.123
C19,10.522499999999996,29.58388888888889,2.0,di_tullio_zinn_13_table2,22.771,24.032
B069,10.5229708,41.4359389,1.0,m31rbcV5,19.28,19.666
B042D,10.5253333,41.0465917,4.0,m31rbcV5,18.803,19.858
SK044A,10.5266208,40.8879194,3.0,m31rbcV5,19.267,20.199
SK093B,10.5274083,40.8671917,6.0,m31rbcV5,22.424,23.396
B043D,10.5274167,41.3017306,4.0,m31rbcV5,20.926,22.844
B070,10.5287208,41.1323361,1.0,m31rbcV5,21.162,22.755
B044D,10.5296292,41.0045972,4.0,m31rbcV5,18.26,19.971
SK105C,10.5296292,41.9302667,6.0,m31rbcV5,22.768,23.888
B071,10.529725,41.20335,1.0,m31rbcV5,20.716,22.379
B073,10.5304875,40.9892111,1.0,m31rbcV5,21.144,22.314
B072,10.5309083,41.379925,1.0,m31rbcV5,21.678,22.934
C019,10.5325,41.0030111,6.0,m31rbcV5,20.83,22.611
B258,10.5325583,41.1573667,2.0,m31rbcV5,21.067,22.869
SK094B,10.5326583,41.0193972,4.0,m31rbcV5,18.548,19.994
C020,10.53295,41.3775278,6.0,m31rbcV5,21.345,23.292
B074,10.5335042,41.7226722,1.0,m31rbcV5,21.022,22.495
SK106C,10.5353583,40.9679222,6.0,m31rbcV5,18.166,18.892
DAO52,10.5366792,40.8479611,6.0,m31rbcV5,20.195,19.869
B075,10.5367667,41.3392361,1.0,m31rbcV5,20.077,23.153
C20,10.53833333333333,38.9375,4.0,di_tullio_zinn_13_table2,18.898,19.993
G137,10.5392833,41.4753667,5.0,m31rbcV5,18.694,18.233
MITA140,10.5395583,41.2960028,1.0,m31rbcV5,20.813,22.01
SK045A,10.5398583,40.7955639,6.0,m31rbcV5,20.947,23.944
B045D,10.5411583,41.3540333,1.0,m31rbcV5,18.358,19.977
DAO53,10.5411625,40.6344611,4.0,m31rbcV5,19.188,20.625
B076,10.5427042,41.0894583,1.0,m31rbcV5,20.831,22.691
B046D,10.5436083,41.2643083,6.0,m31rbcV5,21.51,22.687
SK069D,10.5447083,41.7776111,6.0,m31rbcV5,22.779,23.92
B527,10.5454958,41.4997306,1.0,m31rbcV5,20.027,20.855
DAO54,10.54575,40.31545,4.0,m31rbcV5,18.752,20.078
B077,10.5463708,41.1261111,1.0,m31rbcV5,20.882,22.544
B047D,10.5471583,41.4983889,6.0,m31rbcV5,23.624,24.035
B529,10.5502333,41.4272083,2.0,m31rbcV5,21.642,21.962
B078,10.5506292,41.2996667,1.0,m31rbcV5,21.657,22.287
B079,10.5506583,41.4911167,4.0,m31rbcV5,18.004,19.911
B080,10.5515375,41.3169139,1.0,m31rbcV5,20.882,22.463
B048D,10.5523292,40.8105083,6.0,m31rbcV5,22.496,23.519
C021,10.5549583,40.8098611,6.0,m31rbcV5,21.874,23.719
SK046A,10.55505,40.7700111,6.0,m31rbcV5,19.973,21.194
B081,10.5566083,40.8108222,1.0,m31rbcV5,21.874,23.719
B345,10.5588417,40.293475,1.0,m31rbcV5,20.129,21.407
SK107C,10.5593,41.5740917,6.0,m31rbcV5,20.455,21.704
SK047A,10.5595417,40.83545,6.0,m31rbcV5,20.444,21.732
SK095B,10.5608917,40.8534278,6.0,m31rbcV5,20.68,20.485
B462,10.5613292,42.026875,1.0,m31rbcV5,19.192,19.856
B538,10.56375,41.3271139,1.0,m31rbcV5,21.881,23.588
B539,10.5658333,41.3345972,1.0,m31rbcV5,21.881,23.588
B082,10.5659833,41.0206333,1.0,m31rbcV5,20.85,23.609
G145,10.5671667,40.3266611,4.0,m31rbcV5,20.278,21.374
B049D,10.5674208,41.1358806,6.0,m31rbcV5,21.001,21.145
B083,10.5685,41.7557667,1.0,m31rbcV5,17.965,18.75
SK096B,10.5689125,41.4129778,2.0,m31rbcV5,22.161,24.221
SK097B,10.5698292,41.4045833,2.0,m31rbcV5,21.776,22.753
SK070D,10.5699792,40.4299667,6.0,m31rbcV5,21.83,23.586
SK098B,10.5702917,40.862,6.0,m31rbcV5,20.826,22.98
B050D,10.5721417,41.1280639,6.0,m31rbcV5,20.913,22.4
B084,10.5727042,41.3155056,1.0,m31rbcV5,21.286,22.172
SK048A,10.57345,40.9210694,6.0,m31rbcV5,18.968,19.767
B085,10.5760083,40.6658722,1.0,m31rbcV5,21.241,23.004
B086,10.5777208,41.233925,1.0,m31rbcV5,21.031,21.87
B259,10.5790292,41.70415,1.0,m31rbcV5,18.943,20.023
SK049A,10.5811708,40.8728778,1.0,m31rbcV5,21.512,23.34
SK099B,10.5815792,41.4507722,6.0,m31rbcV5,22.337,24.154
B087,10.5825,41.6378778,1.0,m31rbcV5,18.442,19.453
B346,10.5840125,40.508525,4.0,m31rbcV5,20.819,22.438
SK071D,10.5840417,42.1151111,6.0,m31rbcV5,21.225,23.329
SK100B,10.5846708,40.8563694,6.0,m31rbcV5,21.241,22.86
B051D,10.5856208,41.0771972,1.0,m31rbcV5,20.688,23.149
B540,10.5858333,41.3370889,1.0,m31rbcV5,20.934,22.837
B052D,10.58705,41.0765806,6.0,m31rbcV5,21.176,23.523
B088,10.5877625,41.5372778,1.0,m31rbcV5,20.613,22.593
B090,10.5879833,41.04935,1.0,m31rbcV5,20.658,22.877
B089,10.5885792,41.6631583,6.0,m31rbcV5,19.275,19.341
SK072D,10.588675,41.3797222,6.0,m31rbcV5,22.291,24.368
SK101B,10.5898083,41.4664333,6.0,m31rbcV5,22.038,23.395
SK050A,10.58985,41.2388111,3.0,m31rbcV5,20.702,22.063
B091,10.5904583,41.3681667,1.0,m31rbcV5,18.36,18.618
B092,10.593225,41.1357417,1.0,m31rbcV5,20.449,22.344
SK102B,10.5945,40.373225,2.0,m31rbcV5,18.236,19.53
B347,10.5953833,41.9076611,1.0,m31rbcV5,20.463,21.633
B348,10.5955,41.8745722,1.0,m31rbcV5,23.653,24.707
B093,10.5963917,41.3621028,1.0,m31rbcV5,22.325,24.107
SK108C,10.5974917,40.6434944,2.0,m31rbcV5,19.379,21.588
B209D,10.5981333,42.2317417,6.0,m31rbcV5,23.547,24.646
H17,10.5987,37.2430806,1.0,m31rbcV5,17.797,18.568
SK103B,10.6004917,41.6261278,6.0,m31rbcV5,22.486,23.014
B349,10.6005,40.628825,1.0,m31rbcV5,18.079,19.072
SK104B,10.6039208,40.6080778,2.0,m31rbcV5,21.403,23.312
B053D,10.6039583,41.2096389,1.0,m31rbcV5,20.696,22.014
SK105B,10.6041917,41.3535083,6.0,m31rbcV5,20.742,22.122
B094,10.6043458,40.9548917,1.0,m31rbcV5,20.977,22.519
NB31,10.6045792,41.2985806,6.0,m31rbcV5,20.882,21.594
2M015,10.6053333,37.7030556,4.0,m31rbcV5,24.723,25.549
NB66,10.6069792,41.3298306,6.0,m31rbcV5,21.683,23.416
B095,10.60775,41.0934083,1.0,m31rbcV5,22.128,22.03
B096,10.6086667,41.320775,1.0,m31rbcV5,20.911,21.98
NB36,10.6087,41.293,6.0,m31rbcV5,20.983,21.73
C022,10.6090833,41.0964667,6.0,m31rbcV5,21.738,22.077
B054D,10.6092667,41.3180389,6.0,m31rbcV5,20.911,21.98
NB73,10.6094583,41.2870833,6.0,m31rbcV5,20.981,22.195
NB22,10.6095625,41.3325917,6.0,m31rbcV5,21.804,23.431
NB56,10.6111083,41.2301722,6.0,m31rbcV5,20.301,21.884
NB23,10.6111542,41.3012083,4.0,m31rbcV5,20.882,21.594
NB60,10.6111667,41.3029722,9.0,m31rbcV5,20.882,21.594
NB79,10.6117875,41.251425,6.0,m31rbcV5,20.728,22.154
NB83,10.6125417,41.2224083,6.0,m31rbcV5,20.602,22.594
NB32,10.6125833,41.2861111,6.0,m31rbcV5,20.981,22.195
B055D,10.61395,40.8247667,6.0,m31rbcV5,22.334,24.154
B098,10.6141458,40.9932944,1.0,m31rbcV5,21.069,23.093
B097,10.6143958,41.4256056,1.0,m31rbcV5,20.618,22.709
B463,10.6146458,40.5979083,4.0,m31rbcV5,18.515,19.705
BH15,10.6148625,40.5583611,4.0,m31rbcV5,20.512,22.342
SDSS6,10.614999999999998,39.92444444444444,1.0,di_tullio_zinn_13_table1,22.492,23.637
B099,10.6150583,41.1676111,1.0,m31rbcV5,20.942,22.948
B515,10.6168708,41.5568111,1.0,m31rbcV5,19.399,20.216
SK106B,10.6175417,40.8602111,6.0,m31rbcV5,20.675,22.772
B056D,10.6182,41.5742111,1.0,m31rbcV5,18.466,19.793
B350,10.6185083,40.4142,1.0,m31rbcV5,20.316,21.66
NB84,10.61925,41.2208639,6.0,m31rbcV5,20.602,22.594
NB102,10.6202292,41.297375,6.0,m31rbcV5,21.062,21.723
B100,10.6205167,40.8321389,1.0,m31rbcV5,22.53,24.256
B101,10.6209458,41.1377139,1.0,m31rbcV5,21.145,22.004
NB108,10.622,41.2543333,6.0,johnson12_table8,20.103,22.788
NB46,10.6226833,41.3331611,6.0,m31rbcV5,20.524,22.209
B210D,10.6229375,39.8812722,6.0,m31rbcV5,24.202,24.667
NB65,10.6236792,41.3314861,6.0,m31rbcV5,20.524,22.209
B103,10.6238792,41.2993389,1.0,m31rbcV5,20.972,21.672
NB85,10.6241292,41.2175611,6.0,m31rbcV5,20.602,22.594
B102,10.6243208,41.5716778,7.0,m31rbcV5,21.715,23.336
V234,10.6244,41.0975611,3.0,m31rbcV5,21.738,22.077
NB54,10.6245,41.2268333,6.0,m31rbcV5,20.572,21.606
B104,10.6248833,41.2904333,1.0,m31rbcV5,20.614,22.113
SK109C,10.6251292,41.3905667,6.0,m31rbcV5,20.88,22.691
NB70,10.6254708,41.3115917,6.0,m31rbcV5,20.762,21.489
NB107,10.6261417,41.2555,6.0,johnson12_table8,20.103,22.788
C023,10.6266208,41.37875,6.0,m31rbcV5,20.876,22.878
B464,10.6278833,42.0036528,4.0,m31rbcV5,22.623,23.685
B057D,10.628025,41.3476528,6.0,m31rbcV5,20.679,21.681
B105,10.6281125,41.5075944,1.0,m31rbcV5,20.646,20.82
B058D,10.628725,41.3767472,6.0,m31rbcV5,20.908,23.759
NB77,10.6288292,41.2606111,6.0,m31rbcV5,20.607,21.925
B059D,10.6289083,40.9049806,6.0,m31rbcV5,22.156,23.137
B106,10.6293167,41.2051083,1.0,m31rbcV5,20.988,22.359
NB51,10.629375,41.2262778,6.0,m31rbcV5,20.572,21.606
B108,10.6298917,41.1476056,1.0,m31rbcV5,21.145,22.004
B107,10.6302292,41.3274639,1.0,m31rbcV5,21.15,22.867
NB63,10.6303042,41.3367278,6.0,m31rbcV5,21.15,22.867
NB43,10.6306917,41.3388667,6.0,m31rbcV5,21.15,22.867
NB81,10.6311583,41.2269833,6.0,m31rbcV5,20.572,21.606
NB61,10.6320667,41.3300139,6.0,m31rbcV5,21.15,22.867
NB82,10.6322917,41.2245028,6.0,m31rbcV5,20.602,22.594
NB24,10.6325417,41.2625306,6.0,johnson12_table8,20.607,21.925
B060D,10.6328292,41.3451694,6.0,m31rbcV5,20.635,22.296
SK051A,10.6339083,40.8929472,6.0,m31rbcV5,21.737,22.94
B109,10.6340292,41.1744083,1.0,m31rbcV5,20.443,22.196
NB48,10.6342667,41.3225139,6.0,m31rbcV5,21.161,21.906
B061D,10.6356417,41.3616361,1.0,m31rbcV5,21.99,24.297
NB37,10.6374167,41.2706389,6.0,m31rbcV5,20.852,22.116
SK107B,10.6377708,41.1810694,2.0,m31rbcV5,20.868,22.457
SK110C,10.637875,40.08155555555556,4.0,m31rbcV5,19.336,20.916
NB16,10.6378917,41.3378917,1.0,m31rbcV5,21.153,21.906
B110,10.6379375,41.0578778,1.0,m31rbcV5,21.385,23.106
NB75,10.6380542,41.2747083,6.0,m31rbcV5,21.355,21.875
B111,10.6382125,41.0073167,1.0,m31rbcV5,21.458,22.247
B260,10.6383,41.5235639,1.0,m31rbcV5,17.996,20.206
B112,10.6385125,41.2951056,1.0,m31rbcV5,20.265,22.071
NB76,10.6394708,41.2639472,6.0,m31rbcV5,20.607,21.925
B113,10.6397708,41.3607167,6.0,m31rbcV5,19.436,21.152
G171,10.641025,43.0350222,4.0,m31rbcV5,18.45,19.426
NB47,10.6416792,41.3246917,6.0,m31rbcV5,21.161,21.906
B062D,10.6416917,40.9042139,4.0,m31rbcV5,22.05,23.516
NB67,10.6422583,41.3295472,6.0,m31rbcV5,20.634,23.072
B114,10.6429292,41.2125139,1.0,m31rbcV5,20.925,22.553
B117,10.6433,40.9525139,1.0,m31rbcV5,20.641,22.077
NB55,10.6433042,41.2838583,6.0,m31rbcV5,21.355,21.875
NB17,10.6433292,41.2920611,1.0,m31rbcV5,20.265,22.071
B115,10.64335,41.2338528,1.0,m31rbcV5,20.925,22.191
V229,10.6439167,40.9289167,9.0,m31rbcV5,22.258,23.497
B118,10.6439208,41.2523583,6.0,m31rbcV5,20.466,22.072
B116,10.6439333,41.5475472,1.0,m31rbcV5,21.341,23.944
NB35,10.6439625,41.3112139,1.0,m31rbcV5,21.161,21.906
NB86,10.6448083,41.1974111,6.0,m31rbcV5,20.515,21.677
B063D,10.6458625,40.8108972,6.0,m31rbcV5,20.946,22.848
SK108B,10.6465792,40.558,4.0,m31rbcV5,21.737,23.607
SK110B,10.6466083,41.5051389,2.0,m31rbcV5,18.706,18.444
NB64,10.6466375,41.3330083,6.0,m31rbcV5,20.221,22.166
NB53,10.64675,41.2474444,6.0,m31rbcV5,20.466,22.072
SK109B,10.6467708,40.8731333,6.0,m31rbcV5,20.414,21.871
NB29,10.6470792,41.2964389,2.0,johnson12_table8,20.265,22.071
2M026,10.647125,37.5248333,4.0,m31rbcV5,21.567,23.206
SK073D,10.6475833,41.7524722,6.0,m31rbcV5,21.743,22.777
SK074D,10.6478333,42.0616667,6.0,m31rbcV5,23.099,24.491
B064D,10.64805,41.2428389,1.0,m31rbcV5,20.458,22.164
B119,10.6503375,41.2931639,1.0,m31rbcV5,21.032,22.064
B261,10.650375,41.2947222,6.0,m31rbcV5,21.032,22.064
NB57,10.65075,41.2205778,9.0,johnson12_table8,20.641,21.908
NB80,10.6536667,41.2395833,6.0,m31rbcV5,20.749,22.136
B120,10.6541625,41.3079611,6.0,m31rbcV5,21.619,21.545
NB28,10.6546125,41.2961861,6.0,m31rbcV5,21.032,22.064
SK052A,10.6554792,41.8482167,1.0,m31rbcV5,18.712,19.582
NB38,10.656,41.2244444,6.0,johnson12_table8,20.641,21.908
NB68,10.6562292,41.3216722,6.0,m31rbcV5,21.161,21.906
NB105,10.6564167,41.3073611,6.0,m31rbcV5,21.619,21.545
NB21,10.65825,41.2663639,1.0,m31rbcV5,18.953,18.309
B351,10.658275,42.1918778,1.0,m31rbcV5,18.114,18.834
NB27,10.659,41.2268639,6.0,m31rbcV5,20.641,21.908
B352,10.6591375,42.037,1.0,m31rbcV5,21.453,22.124
NB74,10.6600833,41.2796389,6.0,m31rbcV5,21.02,21.693
B065D,10.6601333,41.313225,6.0,m31rbcV5,21.619,21.545
B066D,10.6604292,40.8301667,4.0,m31rbcV5,21.591,23.426
SK075D,10.6607917,42.1186111,6.0,m31rbcV5,21.931,23.847
B121,10.6612,41.339175,6.0,m31rbcV5,20.313,22.535
B211D,10.6612917,40.0362861,6.0,m31rbcV5,24.207,25.392
B067D,10.6624708,41.6120333,1.0,m31rbcV5,21.572,23.851
SK111B,10.6627708,41.2829028,6.0,m31rbcV5,21.02,21.693
NB25,10.6638083,41.2277111,6.0,m31rbcV5,20.641,21.908
NB91,10.6647583,41.2181389,6.0,m31rbcV5,20.641,21.908
B068D,10.66625,41.3444222,1.0,m31rbcV5,18.25,19.416
B122,10.6671083,41.5629361,1.0,m31rbcV5,20.72,22.783
B069D,10.6685125,41.3622889,6.0,m31rbcV5,21.441,22.295
B123,10.6694458,41.1759194,1.0,m31rbcV5,20.681,22.405
SK053A,10.6700292,40.2980111,1.0,m31rbcV5,18.322,19.358
B212D,10.67245,40.3150361,6.0,m31rbcV5,22.092,23.184
B124,10.6726667,41.2565722,1.0,m31rbcV5,22.183,21.897
SK111C,10.6738917,40.2794111,6.0,m31rbcV5,22.29,23.524
NB58,10.6752625,41.2535222,6.0,m31rbcV5,20.781,22.039
B125,10.6760833,41.0919306,1.0,m31rbcV5,20.768,23.312
V270,10.6766208,41.5318194,5.0,m31rbcV5,19.167,19.204
DAO55,10.67715,40.4907944,1.0,m31rbcV5,19.606,20.447
B213D,10.6787292,42.2686111,6.0,m31rbcV5,22.769,24.121
B215D,10.6803708,41.2007556,6.0,m31rbcV5,20.786,22.129
B214D,10.6812417,42.3675111,6.0,m31rbcV5,24.726,24.631
B126,10.6820042,41.2118611,1.0,m31rbcV5,20.723,22.327
B070D,10.6821583,41.3561667,6.0,m31rbcV5,20.31,21.867
NB62,10.6842083,41.23975,6.0,johnson12_table8,20.415,22.474
B127,10.6854083,41.2448361,1.0,m31rbcV5,20.415,22.474
SK112C,10.685625,40.9079889,6.0,m31rbcV5,20.03,21.584
NB89,10.6865792,41.2456139,1.0,m31rbcV5,20.415,22.474
NB87,10.6878,41.3171639,6.0,m31rbcV5,20.643,22.601
SK054A,10.6878083,41.1375278,1.0,m31rbcV5,20.754,23.047
SK113C,10.6879208,41.2977833,6.0,m31rbcV5,20.384,20.609
NB90,10.6879708,41.2252278,6.0,m31rbcV5,21.729,22.291
B071D,10.68885,41.362,6.0,m31rbcV5,20.572,22.265
B072D,10.6907917,41.4575,1.0,m31rbcV5,21.766,23.223
NB30,10.6912125,41.298125,6.0,m31rbcV5,20.384,20.609
BH16,10.6920417,41.2933306,1.0,johnson12_table8,20.384,20.609
B073D,10.6926333,40.8099722,6.0,m31rbcV5,21.614,23.68
B523,10.6928292,41.3089972,1.0,johnson12_table8,20.544,22.165
B216D,10.6939,41.8621778,6.0,m31rbcV5,22.434,23.773
NB44,10.6950833,41.2989444,6.0,m31rbcV5,19.634,20.999
NB42,10.6954583,41.2948889,6.0,m31rbcV5,20.384,20.609
NB92,10.695725,41.2023417,6.0,m31rbcV5,20.351,22.389
NB18,10.6962083,41.3099278,9.0,johnson12_table8,20.125,22.195
B353,10.6967083,41.2608139,9.0,johnson12_table8,20.216,21.628
B354,10.6985208,42.0068694,1.0,m31rbcV5,18.503,19.088
B128,10.69915,41.1871528,1.0,m31rbcV5,20.571,21.991
B074D,10.69915,41.2485722,6.0,m31rbcV5,20.375,22.123
NB95,10.7002083,41.2602194,6.0,m31rbcV5,20.216,21.628
SK114C,10.7006208,40.3069194,2.0,m31rbcV5,19.494,20.682
NB41,10.70075,41.2668333,1.0,m31rbcV5,22.506,18.003
B129,10.7013625,41.4184417,1.0,m31rbcV5,21.22,23.433
NB39,10.7022875,41.2632167,1.0,m31rbcV5,22.506,18.003
NB52,10.7029583,41.2028194,6.0,m31rbcV5,20.708,22.717
B075D,10.7034417,41.2536444,6.0,m31rbcV5,19.477,20.855
B130,10.7035958,41.4979028,1.0,m31rbcV5,20.003,21.29
AU007,10.703825,41.2779361,6.0,m31rbcV5,20.339,21.52
AU008,10.7040083,41.3031278,1.0,m31rbcV5,19.27,20.699
SK006E,10.705625,41.9851667,4.0,m31rbcV5,23.663,24.33
B076D,10.7058583,40.88095,6.0,m31rbcV5,21.985,24.27
NB45,10.7060417,41.2276944,6.0,m31rbcV5,19.921,22.006
NB94,10.7063917,41.2613778,6.0,m31rbcV5,22.506,18.003
SK115C,10.7074875,41.3767139,6.0,m31rbcV5,21.111,21.828
B262,10.7085417,41.3244778,1.0,m31rbcV5,19.613,21.458
B077D,10.709625,40.8470833,6.0,m31rbcV5,21.724,23.575
B530,10.7096667,41.4201944,2.0,m31rbcV5,19.228,18.729
BH18,10.7113208,41.1759611,1.0,m31rbcV5,20.672,22.628
B131,10.7116708,41.2854222,1.0,m31rbcV5,18.988,20.498
BH17,10.7118792,40.9781694,1.0,m31rbcV5,20.126,21.235
NB101,10.7120458,41.2085722,6.0,m31rbcV5,20.066,21.62
NB59,10.7130417,41.2435,6.0,johnson12_table8,19.7,21.312
SK116C,10.7132792,41.3877028,6.0,m31rbcV5,20.455,22.416
B132,10.7141958,41.26135,1.0,m31rbcV5,17.714,18.227
C024,10.7142375,41.177275,6.0,m31rbcV5,20.643,21.886
B133,10.7150167,41.391575,3.0,m31rbcV5,17.669,18.226
B134,10.715325,41.2342833,1.0,m31rbcV5,20.672,22.708
NB50,10.7160667,41.2155111,6.0,m31rbcV5,20.343,21.589
B078D,10.7160875,41.3681417,1.0,m31rbcV5,18.524,19.921
